书名,作者,出版社,关键词,摘要,中国图书分类号,出版年月
兵要地理军事活动的天然舞台,王生荣主编,北京蓝天出版社,军事地理世界军事地理,本书内容包括一世界国别及其军事地理亚洲政区、欧洲政区、非洲政区、大洋洲政区二世界大陆及其军事地理亚洲大陆、欧洲大陆、非洲大陆、澳洲大陆、美洲大陆、南极大陆三世界海洋及其军事地理太平洋、印度洋、大西洋、北冰洋。,E,2011.04
东南亚国家军事地理,钟智翔，陈扬主编,北京军事谊文出版社,军事地理东南亚军事地理,本书共分为十一章，每章均包含地理环境、国力资源、国家战略空间、国家安全环境等内容。,E,2009.11
简易测量法,国民政府军事委员会委员长南昌行营编,上海中华书局,军事测绘简易测绘简易测绘军事测绘,各省保安团及壮丁训练适用书籍。分章步测、目测、时间及音响测、腕测、附录其他各种测量法。,E,1935.03
兵要地理军事活动的天然舞台,王生荣编,北京蓝天出版社,军事地理世界,本书包括走遍全球兵要地理导游、世界国别两部分内容。,E,2011.04
兵要地理军事活动的天然舞台,王生荣编,北京蓝天出版社,军事地理世界,本书包括世界大陆、世界海洋两部分内容，介绍了亚洲大陆、欧洲大陆、澳洲大陆、太平洋、大西洋等内容。,E,2011.04
中国分省军事交通图福建省,总参测绘局编,北京星球地图出版社,军事交通图福建省地图集,本书主要标示福建省境内的交通状况，各类道路的等级、两地间里程、通行能力、桥梁限载、公路弯度曲率及交通附属设施等要素，以及各级政府驻地、主要山脉河流、各级界线等内容。,E,2007.09
军事测绘导航概说,郭群长，郭飞霄，汪菲编,北京星球地图出版社,卫星导航全球定位系统应用军事测绘中国,全书共十二章第一章介绍军事测绘导航的发展历史、体系构成及其在现代战争中的作用第二章介绍地球与地球椭球、时间基准与空间基准、地图投影、军用地图与地理空间信息等基本概念和基础知识第三章至第十一章分别介绍军事大地测量、军事摄影测量与遥感、军事地图制图、海洋测绘、军事工程测量、军事导航定位、军事地理研究等知识第十二章对加强军事测绘导航建设进行了思考。,E,2018.01
地图与古代战争,卢良志，王明孝编,北京星球地图出版社,卫星导航全球定位系统应用军用地图中国,纵观中国地图发展史，地图从一开始就与战争息息相关。本书作者紧扣地图与战争的关系，重点阐述地图在战争中的产生、应用以及所起的作用，揭示中国历史上军事地图是如何谋划战争，如何利用军事地图作战。,E,2018.01
军事地理信息系统,华一新，刘小春编,北京星球地图出版社,卫星导航全球定位系统应用军事地理地理信息系统中国,北斗导航科普系列丛书军事地理信息系统是一门实践性较强的学科，强大的空间分析功能是一般的信息系统无法比拟的。该书以通俗易懂的方式详细介绍了地理信息系统的相关技术和军事中的应用情况。作者华一新，中国人民解放军战略支援部队信息工程大学教授，博士生导师。,E,2018.01
中国国防地理图册,星球地图出版社编,北京星球地图出版社,军事地理中国,国防知识系列图册，运用照片、地图、文字等表现形式介绍了国防教育的相关知识，对激发国民爱国热情，培养和提高全民国防意识，增强民族凝聚力具有重要作用。其分册中国国防地理图册，详细从中国的领土、中国的地形与海域、战略资源、交通枢纽、部分重要城市和要地关隘的地理形势等进行介绍，追溯了中国疆域的历史衍变过程，让读者深切理解国家实力的强弱与国家领土变化的直接关系。,E,2012.01
军事地形学实训教程,孙宝财主编,北京中国人民公安大学出版社,军事地形学教材,该教材在介绍军用地形图识图基本技能、军用地形图用图基本训练方法与实训的基本技能、军事地形学实训的组织实施等基本理论的基础上，通过地图与现地对照、按地形图行进、按方位角行进、依图调制地形略图、现地测绘地形略图、地形模型制作、利用参谋作业系统进行地形分析、军事地形学实训中的定向越野运动等八个实训科目的演练，使受训者掌握军事地形学相关知识和理论，熟悉操作方法和程序，提高受训者的组织指挥能力。,E,2017.06
测绘导航与现代战争,尹东，孔德领，冯炜编,北京星球地图出版社,卫星导航全球定位系统应用军事测绘中国,北斗导航科普系列丛书测绘导航与现代战争一书对中国近、现代战争时期军事测绘的形成和演变，以及在战争中发挥的作用进行了归纳和评述，希望读者能够客观地看到中国测绘导航不但起步晚、基础差、保障经验少，而且发展的主动性和系统性更为薄弱。,E,2018.01
个应该知道的军事常识,李艳君，刘利生编,赤峰内蒙古科学技术出版社,军事通俗读物,不管是中国还是外国几千年的文明史也是你来我往、残酷杀戮的战争史人类社会总是与战争相伴随。本书详细描述了多个军事方面的常识包括中外著名战役、将领、武器装备、军事论著、战略战术等内容。,E,2015.01
战争走向年,萧鸪等编,南宁广西民族出版社,军事学科通俗读物,本书描述了当今世界军事面貌及发展趋势。包括震惊世界的海湾之战、世界上最大的导弹战、电子战、心理战和最先进的武器装备等。,E,2015.07
现代军事博览,褚银，王创民,武汉湖北教育出版社,军事学科少年读物,本书分为风云篇、奇器篇、谋胜篇、群星篇、未来篇部分。,E,1993.11
军事奇趣,赵浩辰主编,延吉延边大学出版社,军事青少年读物,本套书是一套介绍科普知识的趣味读物，能引导读者在阅读中受到科普知识的教育。,E,2006.12
军事博览,王林等编,济南黄河出版社,军事学科通俗读物,本书包括名人天地、战争风云、武装窥视、谍海军机和军事要览篇。,E,1992.03
智慧冲击波,孔祥敏编,成都四川少年儿童出版社,军事理论学科青年读物,本书介绍了有关军事谋略的起源、演变、主要原则等知识。,E,1989.09
军事知识和常识百科全书,赵阳编,北京北京联合出版公司,军事通俗读物,军事知识和常识百科全书选取了普通读者及军事爱好者非常感兴趣又极具代表性的个军事知识和常识。系统、全面地介绍了军事制度、军队体制、军队建制、军人衔级、军人军职、军队奖惩制度与勋章、军队标志与服饰、军队礼仪、军事演习、武器装备、军事战争、军事人物、军事机构、军事之最等方面的内容，是一部兼具知识性、趣味性和科学性的大型图书。有益于军事爱好者开阔视野，丰富知识。,E,2016.01
十万个为什么军事天地,韩晶，卫英霞主编,武汉湖北美术出版社,军事少儿读物,本丛书用简洁明了的文字、丰富多彩的图画，把一些深奥抽象的科学知识描述得通俗易懂、充满趣味，真正做到了融知识性、科学性和趣味性于一体。另外，书中还设有你问我答大开眼界等课外小栏目，在扩充知识的同时，还能拓宽孩子们的视野，激发他们的求知欲望。丛书共分八册，它包罗万象、融合古今，涵盖了宇宙、地球、自然、社会、科学、历史、人类、艺术等各个领域中最令孩子感到好奇的问题，全面展现了一个绚丽多姿的知识世界，能让孩子们在求知的路上快乐前行。,E,2014.09
你最感兴趣的军事常识,徐帮学编,北京北京燕山出版社,军事少儿读物,本书重点介绍了小军迷们关心的军事小知识、军事趣闻趣事、世界闻名的大军事家以及军事著作等内容，本书结构严谨，语言通俗易懂，并配有很多形象的图片。通过阅读本书不但可以学到很多军事知识，而且你会感觉到自己像走进一个五彩缤纷的军事小天地。,E,2013.02
视觉天下残酷的文明军事百科,视觉天下百科知识丛书编委会编,北京中国画报出版社,军事青年读物少年读物,视觉天下百科知识丛书残酷的文明军事百科吸收了国内外最新的军事理论成果，分为军事制度、军事院校、武器装备，军事战争、军事人物等篇章，既包括几千年来的人类军事，战争史，也涵盖了各种主要的战略、战术知识既有各类兵种特点及兵器知识，又有各类战争，战役的主要特征。简言之，视觉天下百科知识丛书残酷的文明军事百科系统、全面地介绍了军事方面的基本知识，是一部实用价值极强的军事百科工具书，也是奉献给中国军事速的一份珍贵礼物。它必将成为广大读者朋友的好伙伴，指引他们走进军事科普的浩瀚海洋。,E,2013.01
我们需要了解的军事知识影像版,朱可编,杭州浙江摄影出版社,军事少儿读物,本书从孩子们最关心的问题出发，分为认识中国人民解放军，认识军衔，认识特种部队，认识武器，著名军事人物，军事地理等。,E,2013.03
